amount,due_date,paid_date,status,tenant_profile_id,suite_id
1000,4422-07-03,4422-07-13,PAID,29188,29288
1500,4422-08-02,4422-08-08,PAID,29189,29289
1200,4422-09-01,4422-09-08,PAID,29190,29290
1200,4422-10-01,,DUE,29191,29291
1500,4422-10-31,,DUE,29192,29292
1200,4422-11-30,4422-12-10,PAID,29193,29293
1500,4422-12-30,,DUE,29194,29294
1200,4423-01-29,,DUE,29195,29295
1500,4423-02-28,4423-03-03,PAID,29196,29296
1200,4423-03-30,,DUE,29197,29297
1200,4423-04-29,4423-05-06,PAID,29198,29298
1000,4423-05-29,,DUE,29199,29299
1500,4423-06-28,4423-07-07,PAID,29200,29300
1200,4423-07-28,4423-08-05,PAID,29201,29301
1000,4423-08-27,,DUE,29202,29302
1500,4423-09-26,,DUE,29203,29303
1500,4423-10-26,4423-11-04,PAID,29204,29304
1200,4423-11-25,,DUE,29205,29305
1000,4423-12-25,,DUE,29206,29306
1200,4424-01-24,4424-01-27,PAID,29207,29307
1000,4424-02-23,4424-03-01,PAID,29208,29308
1200,4424-03-24,4424-04-01,PAID,29209,29309
1200,4424-04-23,4424-04-28,PAID,29210,29310
1000,4424-05-23,4424-05-26,PAID,29211,29311
1500,4424-06-22,,DUE,29212,29312
1500,4424-07-22,,DUE,29213,29313
1200,4424-08-21,4424-08-25,PAID,29214,29314
1200,4424-09-20,,DUE,29215,29315
1500,4424-10-20,,DUE,29216,29316
1000,4424-11-19,4424-11-25,PAID,29217,29317
1500,4424-12-19,,DUE,29218,29318
1000,4425-01-18,4425-01-28,PAID,29219,29319
1000,4425-02-17,,DUE,29220,29320
1500,4425-03-19,4425-03-23,PAID,29221,29321
1500,4425-04-18,4425-04-20,PAID,29222,29322
1000,4425-05-18,,DUE,29223,29323
1200,4425-06-17,4425-06-24,PAID,29224,29324
1200,4425-07-17,4425-07-20,PAID,29225,29325
1200,4425-08-16,,DUE,29226,29326
1500,4425-09-15,4425-09-19,PAID,29227,29327
1000,4425-10-15,,DUE,29228,29328
1200,4425-11-14,,DUE,29229,29329
1200,4425-12-14,4425-12-17,PAID,29230,29330
1200,4426-01-13,,DUE,29231,29331
1500,4426-02-12,,DUE,29232,29332
1200,4426-03-14,,DUE,29233,29333
1500,4426-04-13,4426-04-20,PAID,29234,29334
1500,4426-05-13,4426-05-22,PAID,29235,29335
1000,4426-06-12,,DUE,29236,29336
1000,4426-07-12,,DUE,29237,29337
1000,4426-08-11,4426-08-19,PAID,29238,29338
1500,4426-09-10,4426-09-15,PAID,29239,29339
1500,4426-10-10,,DUE,29240,29340
1500,4426-11-09,,DUE,29241,29341
1000,4426-12-09,4426-12-15,PAID,29242,29342
1500,4427-01-08,4427-01-09,PAID,29243,29343
1000,4427-02-07,,DUE,29244,29344
1500,4427-03-09,,DUE,29245,29345
1200,4427-04-08,,DUE,29246,29346
1500,4427-05-08,,DUE,29247,29347
1000,4427-06-07,4427-06-16,PAID,29248,29348
1500,4427-07-07,4427-07-08,PAID,29249,29349
1000,4427-08-06,4427-08-11,PAID,29250,29350
1500,4427-09-05,,DUE,29251,29351
1000,4427-10-05,4427-10-07,PAID,29252,29352
1000,4427-11-04,,DUE,29253,29353
1000,4427-12-04,,DUE,29254,29354
1200,4428-01-03,4428-01-12,PAID,29255,29355
1500,4428-02-02,,DUE,29256,29356
1200,4428-03-03,4428-03-12,PAID,29257,29357
1000,4428-04-02,4428-04-07,PAID,29258,29358
1500,4428-05-02,,DUE,29259,29359
1200,4428-06-01,4428-06-07,PAID,29260,29360
1200,4428-07-01,,DUE,29261,29361
1000,4428-07-31,,DUE,29262,29362
1200,4428-08-30,,DUE,29263,29363
1200,4428-09-29,4428-10-05,PAID,29264,29364
1200,4428-10-29,4428-10-30,PAID,29265,29365
1200,4428-11-28,4428-12-05,PAID,29266,29366
1500,4428-12-28,,DUE,29267,29367
1500,4429-01-27,4429-02-04,PAID,29268,29368
1000,4429-02-26,4429-03-04,PAID,29269,29369
1000,4429-03-28,,DUE,29270,29370
1500,4429-04-27,,DUE,29271,29371
1000,4429-05-27,4429-05-29,PAID,29272,29372
1000,4429-06-26,4429-07-05,PAID,29273,29373
1000,4429-07-26,,DUE,29274,29374
1000,4429-08-25,4429-09-04,PAID,29275,29375
1200,4429-09-24,,DUE,29276,29376
1200,4429-10-24,4429-11-02,PAID,29277,29377
1000,4429-11-23,4429-11-24,PAID,29278,29378
1500,4429-12-23,4429-12-25,PAID,29279,29379
1200,4430-01-22,,DUE,29280,29380
1200,4430-02-21,,DUE,29281,29381
1200,4430-03-23,4430-03-24,PAID,29282,29382
1200,4430-04-22,,DUE,29283,29383
1000,4430-05-22,,DUE,29284,29384
1200,4430-06-21,4430-06-27,PAID,29285,29385
1000,4430-07-21,4430-07-24,PAID,29286,29386
1200,4430-08-20,4430-08-27,PAID,29287,29387
1000,4430-09-19,4430-09-20,PAID,29288,29388
1500,4430-10-19,,DUE,29289,29389
1500,4430-11-18,4430-11-20,PAID,29290,29390
1000,4430-12-18,,DUE,29291,29391
1000,4431-01-17,,DUE,29292,29392
1500,4431-02-16,,DUE,29293,29393
1200,4431-03-18,4431-03-21,PAID,29294,29394
1200,4431-04-17,,DUE,29295,29395
1200,4431-05-17,4431-05-23,PAID,29296,29396
1000,4431-06-16,,DUE,29297,29397
1500,4431-07-16,4431-07-20,PAID,29298,29398
1000,4431-08-15,,DUE,29299,29399
1000,4431-09-14,,DUE,29300,29400
1000,4431-10-14,,DUE,29301,29401
1000,4431-11-13,,DUE,29302,29402
1200,4431-12-13,,DUE,29303,29403
1500,4432-01-12,,DUE,29304,29404
1200,4432-02-11,4432-02-13,PAID,29305,29405
1200,4432-03-12,,DUE,29306,29406
1000,4432-04-11,4432-04-15,PAID,29307,29407
1500,4432-05-11,4432-05-19,PAID,29308,29408
1200,4432-06-10,4432-06-19,PAID,29309,29409
1200,4432-07-10,,DUE,29310,29410
1000,4432-08-09,4432-08-15,PAID,29311,29411
1500,4432-09-08,,DUE,29312,29412
1500,4432-10-08,4432-10-18,PAID,29313,29413
1200,4432-11-07,,DUE,29314,29414
1200,4432-12-07,4432-12-14,PAID,29315,29415
1200,4433-01-06,4433-01-12,PAID,29316,29416
1200,4433-02-05,4433-02-07,PAID,29317,29417
1200,4433-03-07,,DUE,29318,29418
1500,4433-04-06,4433-04-11,PAID,29319,29419
1000,4433-05-06,4433-05-16,PAID,29320,29420
1500,4433-06-05,4433-06-09,PAID,29321,29421
1000,4433-07-05,4433-07-09,PAID,29322,29422
1200,4433-08-04,,DUE,29323,29423
1000,4433-09-03,,DUE,29324,29424
1000,4433-10-03,4433-10-11,PAID,29325,29425
1200,4433-11-02,4433-11-08,PAID,29326,29426
1000,4433-12-02,,DUE,29327,29427
1200,4434-01-01,4434-01-11,PAID,29328,29428
1000,4434-01-31,,DUE,29329,29429
1200,4434-03-02,4434-03-04,PAID,29330,29430
1200,4434-04-01,,DUE,29331,29431
1500,4434-05-01,,DUE,29332,29432
1000,4434-05-31,,DUE,29333,29433
1000,4434-06-30,,DUE,29334,29434
1000,4434-07-30,,DUE,29335,29435
1000,4434-08-29,4434-08-30,PAID,29336,29436
1500,4434-09-28,,DUE,29337,29437
1500,4434-10-28,4434-11-06,PAID,29338,29438
1000,4434-11-27,,DUE,29339,29439
1500,4434-12-27,,DUE,29340,29440
1000,4435-01-26,4435-01-28,PAID,29341,29441
1200,4435-02-25,4435-03-02,PAID,29342,29442
1500,4435-03-27,4435-04-06,PAID,29343,29443
1500,4435-04-26,,DUE,29344,29444
1200,4435-05-26,,DUE,29345,29445
1200,4435-06-25,,DUE,29346,29446
1000,4435-07-25,4435-07-28,PAID,29347,29447
1500,4435-08-24,4435-08-31,PAID,29348,29448
1200,4435-09-23,,DUE,29349,29449
1200,4435-10-23,,DUE,29350,29450
1000,4435-11-22,,DUE,29351,29451
1200,4435-12-22,4435-12-25,PAID,29352,29452
1500,4436-01-21,,DUE,29353,29453
1500,4436-02-20,4436-02-29,PAID,29354,29454
1500,4436-03-21,4436-03-31,PAID,29355,29455
1500,4436-04-20,4436-04-28,PAID,29356,29456
1000,4436-05-20,4436-05-24,PAID,29357,29457
1200,4436-06-19,4436-06-24,PAID,29358,29458
1000,4436-07-19,4436-07-23,PAID,29359,29459
1500,4436-08-18,4436-08-25,PAID,29360,29460
1200,4436-09-17,,DUE,29361,29461
1000,4436-10-17,,DUE,29362,29462
1000,4436-11-16,,DUE,29363,29463
1500,4436-12-16,,DUE,29364,29464
1500,4437-01-15,4437-01-22,PAID,29365,29465
1200,4437-02-14,4437-02-18,PAID,29366,29466
1500,4437-03-16,,DUE,29367,29467
1500,4437-04-15,4437-04-23,PAID,29368,29468
1200,4437-05-15,4437-05-21,PAID,29369,29469
1500,4437-06-14,4437-06-22,PAID,29370,29470
1000,4437-07-14,4437-07-24,PAID,29371,29471
1000,4437-08-13,,DUE,29372,29472
1200,4437-09-12,,DUE,29373,29473
1000,4437-10-12,4437-10-19,PAID,29374,29474
1500,4437-11-11,,DUE,29375,29475
1000,4437-12-11,4437-12-13,PAID,29376,29476
1500,4438-01-10,4438-01-17,PAID,29377,29477
1200,4438-02-09,,DUE,29378,29478
1200,4438-03-11,4438-03-19,PAID,29379,29479
1200,4438-04-10,4438-04-14,PAID,29380,29480
1500,4438-05-10,,DUE,29381,29481
1500,4438-06-09,,DUE,29382,29482
1200,4438-07-09,,DUE,29383,29483
1500,4438-08-08,,DUE,29384,29484
1500,4438-09-07,,DUE,29385,29485
1000,4438-10-07,4438-10-15,PAID,29386,29486
1200,4438-11-06,,DUE,29387,29487
1200,4438-12-06,4438-12-09,PAID,29388,29488
1000,4439-01-05,4439-01-12,PAID,29389,29489
1000,4439-02-04,,DUE,29390,29490
1200,4439-03-06,,DUE,29391,29491
1200,4439-04-05,4439-04-09,PAID,29392,29492
1200,4439-05-05,4439-05-07,PAID,29393,29493
1000,4439-06-04,4439-06-06,PAID,29394,29494
1500,4439-07-04,4439-07-13,PAID,29395,29495
1000,4439-08-03,4439-08-04,PAID,29396,29496
1000,4439-09-02,4439-09-12,PAID,29397,29497
1200,4439-10-02,,DUE,29398,29498
1000,4439-11-01,4439-11-08,PAID,29399,29499
1200,4439-12-01,,DUE,29400,29500
1000,4439-12-31,4440-01-05,PAID,29401,29501
1200,4440-01-30,,DUE,29402,29502
1200,4440-02-29,,DUE,29403,29503
1500,4440-03-30,4440-04-04,PAID,29404,29504
1500,4440-04-29,,DUE,29405,29505
1200,4440-05-29,4440-06-07,PAID,29406,29506
1200,4440-06-28,,DUE,29407,29507
1200,4440-07-28,4440-08-04,PAID,29408,29508
1000,4440-08-27,,DUE,29409,29509
1000,4440-09-26,4440-10-04,PAID,29410,29510
1000,4440-10-26,,DUE,29411,29511
1200,4440-11-25,,DUE,29412,29512
1200,4440-12-25,,DUE,29413,29513
1500,4441-01-24,4441-02-02,PAID,29414,29514
1000,4441-02-23,,DUE,29415,29515
1000,4441-03-25,4441-04-03,PAID,29416,29516
1200,4441-04-24,4441-05-02,PAID,29417,29517
1000,4441-05-24,,DUE,29418,29518
1000,4441-06-23,,DUE,29419,29519
1000,4441-07-23,4441-08-02,PAID,29420,29520
1200,4441-08-22,,DUE,29421,29521
1200,4441-09-21,,DUE,29422,29522
1200,4441-10-21,4441-10-27,PAID,29423,29523
1000,4441-11-20,4441-11-25,PAID,29424,29524
1200,4441-12-20,,DUE,29425,29525
1200,4442-01-19,,DUE,29426,29526
1500,4442-02-18,4442-02-27,PAID,29427,29527
1000,4442-03-20,,DUE,29428,29528
1500,4442-04-19,,DUE,29429,29529
1200,4442-05-19,4442-05-28,PAID,29430,29530
1000,4442-06-18,4442-06-19,PAID,29431,29531
1200,4442-07-18,,DUE,29432,29532
1200,4442-08-17,4442-08-19,PAID,29433,29533
1500,4442-09-16,4442-09-17,PAID,29434,29534
1000,4442-10-16,4442-10-24,PAID,29435,29535
1000,4442-11-15,,DUE,29436,29536
1200,4442-12-15,4442-12-21,PAID,29437,29537
1000,4443-01-14,4443-01-22,PAID,29438,29538
1500,4443-02-13,4443-02-20,PAID,29439,29539
1200,4443-03-15,4443-03-23,PAID,29440,29540
1200,4443-04-14,4443-04-17,PAID,29441,29541
1000,4443-05-14,,DUE,29442,29542
1000,4443-06-13,,DUE,29443,29543
1500,4443-07-13,4443-07-22,PAID,29444,29544
1200,4443-08-12,,DUE,29445,29545
1500,4443-09-11,4443-09-13,PAID,29446,29546
1200,4443-10-11,4443-10-18,PAID,29447,29547
1200,4443-11-10,4443-11-11,PAID,29448,29548
1000,4443-12-10,,DUE,29449,29549
1000,4444-01-09,,DUE,29450,29550
1000,4444-02-08,4444-02-12,PAID,29451,29551
1200,4444-03-09,4444-03-15,PAID,29452,29552
1000,4444-04-08,,DUE,29453,29553
1500,4444-05-08,4444-05-17,PAID,29454,29554
1500,4444-06-07,,DUE,29455,29555
1500,4444-07-07,4444-07-14,PAID,29456,29556
1200,4444-08-06,,DUE,29457,29557
1000,4444-09-05,4444-09-11,PAID,29458,29558
1000,4444-10-05,,DUE,29459,29559
1000,4444-11-04,4444-11-11,PAID,29460,29560
1200,4444-12-04,,DUE,29461,29561
1500,4445-01-03,4445-01-11,PAID,29462,29562
1200,4445-02-02,,DUE,29463,29563
1500,4445-03-04,4445-03-07,PAID,29464,29564
1500,4445-04-03,4445-04-08,PAID,29465,29565
1000,4445-05-03,4445-05-07,PAID,29466,29566
1000,4445-06-02,4445-06-11,PAID,29467,29567
1200,4445-07-02,4445-07-03,PAID,29468,29568
1500,4445-08-01,,DUE,29469,29569
1500,4445-08-31,4445-09-09,PAID,29470,29570
1200,4445-09-30,4445-10-09,PAID,29471,29571
1000,4445-10-30,4445-11-07,PAID,29472,29572
1200,4445-11-29,,DUE,29473,29573
1200,4445-12-29,,DUE,29474,29574
1000,4446-01-28,4446-02-05,PAID,29475,29575
1000,4446-02-27,4446-03-04,PAID,29476,29576
1200,4446-03-29,4446-04-01,PAID,29477,29577
1500,4446-04-28,4446-05-02,PAID,29478,29578
1500,4446-05-28,,DUE,29479,29579
1500,4446-06-27,4446-06-30,PAID,29480,29580
1200,4446-07-27,,DUE,29481,29581
1200,4446-08-26,4446-08-27,PAID,29482,29582
1500,4446-09-25,,DUE,29483,29583
1500,4446-10-25,4446-10-26,PAID,29484,29584
1500,4446-11-24,,DUE,29485,29585
1200,4446-12-24,4447-01-02,PAID,29486,29586
1000,4447-01-23,4447-01-27,PAID,29487,29587
1500,4447-02-22,4447-02-24,PAID,29488,29588
1000,4447-03-24,4447-03-31,PAID,29489,29589
1500,4447-04-23,4447-04-25,PAID,29490,29590
1000,4447-05-23,,DUE,29491,29591
1500,4447-06-22,,DUE,29492,29592
1500,4447-07-22,4447-07-28,PAID,29493,29593
1500,4447-08-21,4447-08-30,PAID,29494,29594
1200,4447-09-20,4447-09-25,PAID,29495,29595
1200,4447-10-20,,DUE,29496,29596
1500,4447-11-19,,DUE,29497,29597
1000,4447-12-19,4447-12-29,PAID,29498,29598
1500,4448-01-18,,DUE,29499,29599
1000,4448-02-17,,DUE,29500,29600
1200,4448-03-18,4448-03-28,PAID,29501,29601
1200,4448-04-17,4448-04-22,PAID,29502,29602
1200,4448-05-17,4448-05-27,PAID,29503,29603
1500,4448-06-16,4448-06-24,PAID,29504,29604
1000,4448-07-16,,DUE,29505,29605
1500,4448-08-15,4448-08-17,PAID,29506,29606
1000,4448-09-14,,DUE,29507,29607
1000,4448-10-14,4448-10-19,PAID,29508,29608
1200,4448-11-13,4448-11-14,PAID,29509,29609
1500,4448-12-13,,DUE,29510,29610
1200,4449-01-12,,DUE,29511,29611
1200,4449-02-11,4449-02-19,PAID,29512,29612
1200,4449-03-13,,DUE,29513,29613
1500,4449-04-12,4449-04-21,PAID,29514,29614
1200,4449-05-12,,DUE,29515,29615
1000,4449-06-11,,DUE,29516,29616
1200,4449-07-11,4449-07-15,PAID,29517,29617
1200,4449-08-10,,DUE,29518,29618
1500,4449-09-09,,DUE,29519,29619
1200,4449-10-09,,DUE,29520,29620
1500,4449-11-08,,DUE,29521,29621
1500,4449-12-08,4449-12-11,PAID,29522,29622
1000,4450-01-07,,DUE,29523,29623
1200,4450-02-06,4450-02-12,PAID,29524,29624
1500,4450-03-08,,DUE,29525,29625
1200,4450-04-07,,DUE,29526,29626
1000,4450-05-07,,DUE,29527,29627
1500,4450-06-06,,DUE,29528,29628
1000,4450-07-06,4450-07-13,PAID,29529,29629
1000,4450-08-05,4450-08-14,PAID,29530,29630
1000,4450-09-04,4450-09-13,PAID,29531,29631
1200,4450-10-04,4450-10-07,PAID,29532,29632
1200,4450-11-03,4450-11-09,PAID,29533,29633
1200,4450-12-03,,DUE,29534,29634
1000,4451-01-02,4451-01-09,PAID,29535,29635
1200,4451-02-01,,DUE,29536,29636
1500,4451-03-03,,DUE,29537,29637
1200,4451-04-02,4451-04-03,PAID,29538,29638
1200,4451-05-02,,DUE,29539,29639
1000,4451-06-01,,DUE,29540,29640
1000,4451-07-01,,DUE,29541,29641
1000,4451-07-31,4451-08-09,PAID,29542,29642
1200,4451-08-30,,DUE,29543,29643
1000,4451-09-29,4451-09-30,PAID,29544,29644
1000,4451-10-29,,DUE,29545,29645
1000,4451-11-28,4451-12-06,PAID,29546,29646
1200,4451-12-28,4452-01-05,PAID,29547,29647
1000,4452-01-27,,DUE,29548,29648
1500,4452-02-26,,DUE,29549,29649
1500,4452-03-27,4452-04-02,PAID,29550,29650
1000,4452-04-26,,DUE,29551,29651
1000,4452-05-26,,DUE,29552,29652
1200,4452-06-25,,DUE,29553,29653
1000,4452-07-25,,DUE,29554,29654
1000,4452-08-24,,DUE,29555,29655
1500,4452-09-23,,DUE,29556,29656
1000,4452-10-23,4452-10-29,PAID,29557,29657
1200,4452-11-22,,DUE,29558,29658
1000,4452-12-22,,DUE,29559,29659
1000,4453-01-21,,DUE,29560,29660
1200,4453-02-20,,DUE,29561,29661
1200,4453-03-22,4453-03-24,PAID,29562,29662
1500,4453-04-21,4453-04-24,PAID,29563,29663
1200,4453-05-21,4453-05-30,PAID,29564,29664
1500,4453-06-20,,DUE,29565,29665
1500,4453-07-20,4453-07-23,PAID,29566,29666
1000,4453-08-19,4453-08-27,PAID,29567,29667
1000,4453-09-18,4453-09-20,PAID,29568,29668
1200,4453-10-18,,DUE,29569,29669
1500,4453-11-17,4453-11-22,PAID,29570,29670
1200,4453-12-17,4453-12-22,PAID,29571,29671
1500,4454-01-16,,DUE,29572,29672
1000,4454-02-15,,DUE,29573,29673
1000,4454-03-17,4454-03-26,PAID,29574,29674
1200,4454-04-16,4454-04-22,PAID,29575,29675
1000,4454-05-16,4454-05-17,PAID,29576,29676
1200,4454-06-15,,DUE,29577,29677
1500,4454-07-15,,DUE,29578,29678
1200,4454-08-14,,DUE,29579,29679
1000,4454-09-13,,DUE,29580,29680
1500,4454-10-13,4454-10-16,PAID,29581,29681
1500,4454-11-12,4454-11-16,PAID,29582,29682
1000,4454-12-12,4454-12-22,PAID,29583,29683
1500,4455-01-11,4455-01-20,PAID,29584,29684
1000,4455-02-10,4455-02-11,PAID,29585,29685
1200,4455-03-12,,DUE,29586,29686
1500,4455-04-11,4455-04-20,PAID,29587,29687
1200,4455-05-11,4455-05-13,PAID,29588,29688
1500,4455-06-10,4455-06-15,PAID,29589,29689
1200,4455-07-10,4455-07-11,PAID,29590,29690
1000,4455-08-09,,DUE,29591,29691
1500,4455-09-08,4455-09-16,PAID,29592,29692
1200,4455-10-08,4455-10-14,PAID,29593,29693
1500,4455-11-07,4455-11-15,PAID,29594,29694
1200,4455-12-07,,DUE,29595,29695
1500,4456-01-06,4456-01-12,PAID,29596,29696
1500,4456-02-05,4456-02-13,PAID,29597,29697
1500,4456-03-06,,DUE,29598,29698
1200,4456-04-05,,DUE,29599,29699
1000,4456-05-05,4456-05-07,PAID,29600,29700
1000,4456-06-04,4456-06-10,PAID,29601,29701
1500,4456-07-04,,DUE,29602,29702
1200,4456-08-03,4456-08-07,PAID,29603,29703
1200,4456-09-02,,DUE,29604,29704
1200,4456-10-02,4456-10-08,PAID,29605,29705
1500,4456-11-01,4456-11-10,PAID,29606,29706
1000,4456-12-01,,DUE,29607,29707
1200,4456-12-31,4457-01-08,PAID,29608,29708
1000,4457-01-30,4457-02-03,PAID,29609,29709
1500,4457-03-01,,DUE,29610,29710
1200,4457-03-31,,DUE,29611,29711
1500,4457-04-30,,DUE,29612,29712
1000,4457-05-30,4457-06-02,PAID,29613,29713
1200,4457-06-29,4457-07-08,PAID,29614,29714
1500,4457-07-29,4457-08-03,PAID,29615,29715
1000,4457-08-28,4457-09-03,PAID,29616,29716
1200,4457-09-27,4457-10-07,PAID,29617,29717
1000,4457-10-27,,DUE,29618,29718
1200,4457-11-26,4457-12-05,PAID,29619,29719
1000,4457-12-26,,DUE,29620,29720
1500,4458-01-25,4458-01-30,PAID,29621,29721
1500,4458-02-24,,DUE,29622,29722
1000,4458-03-26,4458-03-29,PAID,29623,29723
1000,4458-04-25,,DUE,29624,29724
1500,4458-05-25,,DUE,29625,29725
1000,4458-06-24,4458-06-28,PAID,29626,29726
1500,4458-07-24,,DUE,29627,29727
1200,4458-08-23,4458-08-28,PAID,29628,29728
1200,4458-09-22,,DUE,29629,29729
1500,4458-10-22,4458-10-31,PAID,29630,29730
1200,4458-11-21,4458-12-01,PAID,29631,29731
1200,4458-12-21,,DUE,29632,29732
1200,4459-01-20,,DUE,29633,29733
1500,4459-02-19,,DUE,29634,29734
1500,4459-03-21,,DUE,29635,29735
1500,4459-04-20,,DUE,29636,29736
1000,4459-05-20,4459-05-26,PAID,29637,29737
1500,4459-06-19,,DUE,29638,29738
1500,4459-07-19,,DUE,29639,29739
1000,4459-08-18,,DUE,29640,29740
1000,4459-09-17,4459-09-23,PAID,29641,29741
1200,4459-10-17,,DUE,29642,29742
1000,4459-11-16,4459-11-19,PAID,29643,29743
1000,4459-12-16,4459-12-19,PAID,29644,29744
1000,4460-01-15,4460-01-16,PAID,29645,29745
1200,4460-02-14,4460-02-24,PAID,29646,29746
1000,4460-03-15,,DUE,29647,29747
1200,4460-04-14,,DUE,29648,29748
1500,4460-05-14,,DUE,29649,29749
1000,4460-06-13,4460-06-14,PAID,29650,29750
1200,4460-07-13,,DUE,29651,29751
1500,4460-08-12,4460-08-19,PAID,29652,29752
1200,4460-09-11,,DUE,29653,29753
1000,4460-10-11,4460-10-15,PAID,29654,29754
1500,4460-11-10,,DUE,29655,29755
1200,4460-12-10,,DUE,29656,29756
1200,4461-01-09,4461-01-12,PAID,29657,29757
1200,4461-02-08,,DUE,29658,29758
1200,4461-03-10,4461-03-17,PAID,29659,29759
1500,4461-04-09,4461-04-18,PAID,29660,29760
1500,4461-05-09,,DUE,29661,29761
1500,4461-06-08,,DUE,29662,29762
1000,4461-07-08,,DUE,29663,29763
1200,4461-08-07,,DUE,29664,29764
1500,4461-09-06,,DUE,29665,29765
1000,4461-10-06,,DUE,29666,29766
1200,4461-11-05,4461-11-12,PAID,29667,29767
1000,4461-12-05,4461-12-12,PAID,29668,29768
1200,4462-01-04,4462-01-07,PAID,29669,29769
1200,4462-02-03,4462-02-12,PAID,29670,29770
1500,4462-03-05,,DUE,29671,29771
1200,4462-04-04,4462-04-09,PAID,29672,29772
1500,4462-05-04,4462-05-09,PAID,29673,29773
1500,4462-06-03,4462-06-12,PAID,29674,29774
1200,4462-07-03,4462-07-05,PAID,29675,29775
1500,4462-08-02,4462-08-03,PAID,29676,29776
1500,4462-09-01,,DUE,29677,29777
1200,4462-10-01,,DUE,29678,29778
1500,4462-10-31,,DUE,29679,29779
1200,4462-11-30,4462-12-10,PAID,29680,29780
1500,4462-12-30,,DUE,29681,29781
1200,4463-01-29,4463-01-31,PAID,29682,29782
1500,4463-02-28,,DUE,29683,29783
1000,4463-03-30,,DUE,29684,29784
1200,4463-04-29,4463-05-06,PAID,29685,29785
1500,4463-05-29,4463-05-30,PAID,29686,29786
1000,4463-06-28,,DUE,29687,29787
1500,4463-07-28,4463-08-02,PAID,29688,29788
1200,4463-08-27,4463-09-06,PAID,29689,29789
1500,4463-09-26,,DUE,29690,29790
1500,4463-10-26,,DUE,29691,29791
1500,4463-11-25,4463-12-01,PAID,29692,29792
1000,4463-12-25,,DUE,29693,29793
1500,4464-01-24,,DUE,29694,29794
1500,4464-02-23,4464-03-02,PAID,29695,29795
1200,4464-03-24,4464-03-26,PAID,29696,29796
1000,4464-04-23,4464-04-24,PAID,29697,29797
1000,4464-05-23,4464-05-26,PAID,29698,29798
1500,4464-06-22,,DUE,29699,29799
1500,4464-07-22,4464-08-01,PAID,29700,29800
1200,4464-08-21,4464-08-22,PAID,29701,29801
1000,4464-09-20,4464-09-23,PAID,29702,29802
1500,4464-10-20,4464-10-23,PAID,29703,29803
1500,4464-11-19,,DUE,29704,29804
1000,4464-12-19,4464-12-23,PAID,29705,29805
1000,4465-01-18,4465-01-25,PAID,29706,29806
1200,4465-02-17,,DUE,29707,29807
1500,4465-03-19,4465-03-28,PAID,29708,29808
1500,4465-04-18,,DUE,29709,29809
1500,4465-05-18,,DUE,29710,29810
1200,4465-06-17,,DUE,29711,29811
1500,4465-07-17,4465-07-21,PAID,29712,29812
1200,4465-08-16,4465-08-24,PAID,29713,29813
1200,4465-09-15,,DUE,29714,29814
1500,4465-10-15,4465-10-22,PAID,29715,29815
1500,4465-11-14,4465-11-22,PAID,29716,29816
1500,4465-12-14,,DUE,29717,29817
1000,4466-01-13,,DUE,29718,29818
1500,4466-02-12,,DUE,29719,29819
1000,4466-03-14,4466-03-22,PAID,29720,29820
1500,4466-04-13,4466-04-21,PAID,29721,29821
1200,4466-05-13,4466-05-17,PAID,29722,29822
1500,4466-06-12,4466-06-21,PAID,29723,29823
1200,4466-07-12,4466-07-15,PAID,29724,29824
1500,4466-08-11,,DUE,29725,29825
1500,4466-09-10,,DUE,29726,29826
1000,4466-10-10,4466-10-19,PAID,29727,29827
1500,4466-11-09,,DUE,29728,29828
1200,4466-12-09,4466-12-15,PAID,29729,29829
1000,4467-01-08,,DUE,29730,29830
1000,4467-02-07,,DUE,29731,29831
1000,4467-03-09,4467-03-16,PAID,29732,29832
1000,4467-04-08,,DUE,29733,29833
1500,4467-05-08,4467-05-15,PAID,29734,29834
1200,4467-06-07,,DUE,29735,29835
1200,4467-07-07,4467-07-15,PAID,29736,29836
1500,4467-08-06,,DUE,29737,29837
1000,4467-09-05,4467-09-13,PAID,29738,29838
1500,4467-10-05,,DUE,29739,29839
1500,4467-11-04,,DUE,29740,29840
1000,4467-12-04,4467-12-11,PAID,29741,29841
1500,4468-01-03,,DUE,29742,29842
1000,4468-02-02,,DUE,29743,29843
1200,4468-03-03,,DUE,29744,29844
1500,4468-04-02,,DUE,29745,29845
1200,4468-05-02,4468-05-12,PAID,29746,29846
1200,4468-06-01,,DUE,29747,29847
1200,4468-07-01,4468-07-11,PAID,29748,29848
1200,4468-07-31,4468-08-07,PAID,29749,29849
1000,4468-08-30,4468-09-03,PAID,29750,29850
1000,4468-09-29,,DUE,29751,29851
1200,4468-10-29,,DUE,29752,29852
1500,4468-11-28,4468-12-08,PAID,29753,29853
1200,4468-12-28,4468-12-29,PAID,29754,29854
1500,4469-01-27,4469-02-02,PAID,29755,29855
1000,4469-02-26,4469-03-01,PAID,29756,29856
1500,4469-03-28,4469-03-31,PAID,29757,29857
1500,4469-04-27,,DUE,29758,29858
1000,4469-05-27,,DUE,29759,29859
1500,4469-06-26,,DUE,29760,29860
1500,4469-07-26,,DUE,29761,29861
1500,4469-08-25,,DUE,29762,29862
1500,4469-09-24,,DUE,29763,29863
1000,4469-10-24,4469-11-02,PAID,29764,29864
1000,4469-11-23,4469-11-28,PAID,29765,29865
1200,4469-12-23,,DUE,29766,29866
